note_id,deal_id,account_id,note_date,note_text
N03759,D02094,A00706,2025-03-05,Prospect liked the product but said Canva has stronger template variety.
N03760,D02095,A01526,2025-05-15,Prospect liked the product but said Canva has stronger template variety.
N03761,D02095,A01526,2025-05-22,Deal slowed after prospect compared collaboration features with Canva.
N03762,D02095,A01526,2025-05-25,Prospect liked the product but said Canva has stronger template variety.
N03763,D02096,A01165,2025-10-06,Prospect liked the template library and fast export workflow.
N03764,D02097,A00620,2026-03-25,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03765,D02097,A00620,2026-02-28,Prospect said onboarding seemed harder than expected for their team.
N03766,D02098,A01839,2025-10-31,Team liked the ease of onboarding and quick time to value.
N03767,D02099,A01019,2025-08-26,Prospect said onboarding seemed harder than expected for their team.
N03768,D02099,A01019,2025-09-02,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03769,D02099,A01019,2025-09-06,Prospect said onboarding seemed harder than expected for their team.
N03770,D02100,A00777,2025-04-01,Customer responded well to collaboration features and ease of use.
N03771,D02100,A00777,2025-04-13,Team liked the ease of onboarding and quick time to value.
N03772,D02101,A00447,2025-07-23,Prospect said onboarding seemed harder than expected for their team.
N03773,D02102,A00290,2026-01-04,Customer raised concerns that Canva is already adopted by the team.
N03774,D02103,A00209,2025-01-16,Customer responded well to collaboration features and ease of use.
N03775,D02103,A00209,2025-01-25,Buyer saw strong value in the AI-assisted design tools.
N03776,D02104,A01499,2025-03-14,Buyer saw strong value in the AI-assisted design tools.
N03777,D02104,A01499,2025-03-31,Customer responded well to collaboration features and ease of use.
N03778,D02104,A01499,2025-03-18,Team liked the ease of onboarding and quick time to value.
N03779,D02105,A00413,2026-01-03,Deal slowed after prospect compared collaboration features with Figma.
N03780,D02105,A00413,2025-12-30,Deal slowed after prospect compared collaboration features with Figma.
N03781,D02106,A00677,2025-08-19,Customer raised concerns that Adobe Express is already adopted by the team.
N03782,D02106,A00677,2025-08-02,Customer raised concerns that Adobe Express is already adopted by the team.
N03783,D02107,A01451,2026-01-01,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03784,D02108,A01878,2025-11-17,Prospect liked the product but said Adobe Express has stronger template variety.
N03785,D02109,A01395,2025-11-06,Deal slowed after prospect compared collaboration features with Adobe Express.
N03786,D02109,A01395,2025-11-29,Deal slowed after prospect compared collaboration features with Adobe Express.
N03787,D02110,A01856,2026-01-11,Team liked the ease of onboarding and quick time to value.
N03788,D02110,A01856,2026-01-20,Team liked the ease of onboarding and quick time to value.
N03789,D02111,A00664,2025-11-14,Prospect liked the template library and fast export workflow.
N03790,D02112,A01991,2025-03-31,Buyer saw strong value in the AI-assisted design tools.
N03791,D02112,A01991,2025-04-01,Team liked the ease of onboarding and quick time to value.
N03792,D02113,A00290,2026-01-06,Customer responded well to collaboration features and ease of use.
N03793,D02113,A00290,2026-01-17,Buyer saw strong value in the AI-assisted design tools.
N03794,D02114,A01456,2025-08-24,Prospect said onboarding seemed harder than expected for their team.
N03795,D02114,A01456,2025-08-21,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03796,D02114,A01456,2025-07-30,Prospect said onboarding seemed harder than expected for their team.
N03797,D02115,A01292,2025-03-02,Customer responded well to collaboration features and ease of use.
N03798,D02116,A00151,2025-11-07,Prospect liked the product but said Adobe Express has stronger template variety.
N03799,D02117,A01743,2025-04-04,Prospect liked the template library and fast export workflow.
N03800,D02117,A01743,2025-04-05,Prospect liked the template library and fast export workflow.
N03801,D02118,A01279,2025-01-29,Prospect said onboarding seemed harder than expected for their team.
N03802,D02119,A01377,2025-11-23,Buyer saw strong value in the AI-assisted design tools.
N03803,D02119,A01377,2025-12-10,Buyer saw strong value in the AI-assisted design tools.
N03804,D02120,A01401,2025-03-04,Prospect liked the template library and fast export workflow.
N03805,D02121,A01677,2025-09-02,Buyer saw strong value in the AI-assisted design tools.
N03806,D02122,A00855,2025-08-24,Prospect liked the product but said Adobe Express has stronger template variety.
N03807,D02122,A00855,2025-09-07,Customer raised concerns that Adobe Express is already adopted by the team.
N03808,D02123,A01382,2025-03-20,Prospect liked the template library and fast export workflow.
N03809,D02123,A01382,2025-03-05,Prospect liked the template library and fast export workflow.
N03810,D02124,A00608,2025-11-19,Customer responded well to collaboration features and ease of use.
N03811,D02124,A00608,2025-11-02,Customer responded well to collaboration features and ease of use.
N03812,D02124,A00608,2025-11-09,Buyer saw strong value in the AI-assisted design tools.
N03813,D02125,A01965,2025-04-02,Deal slowed after prospect compared collaboration features with Canva.
N03814,D02125,A01965,2025-03-29,Prospect liked the product but said Canva has stronger template variety.
N03815,D02126,A00370,2026-03-29,Prospect liked the product but said Piktochart has stronger template variety.
N03816,D02126,A00370,2026-03-08,Deal slowed after prospect compared collaboration features with Piktochart.
N03817,D02127,A01251,2025-07-17,Buyer saw strong value in the AI-assisted design tools.
N03818,D02127,A01251,2025-07-04,Prospect liked the template library and fast export workflow.
N03819,D02127,A01251,2025-06-28,Prospect liked the template library and fast export workflow.
N03820,D02128,A00705,2025-09-20,Customer responded well to collaboration features and ease of use.
N03821,D02128,A00705,2025-09-25,Prospect liked the template library and fast export workflow.
N03822,D02129,A01327,2026-03-07,Prospect liked the template library and fast export workflow.
N03823,D02129,A01327,2026-02-23,Team liked the ease of onboarding and quick time to value.
N03824,D02129,A01327,2026-03-02,Prospect liked the template library and fast export workflow.
N03825,D02130,A00826,2025-06-18,Deal slowed after prospect compared collaboration features with Canva.
N03826,D02130,A00826,2025-07-06,Prospect liked the product but said Canva has stronger template variety.
N03827,D02131,A01005,2025-06-22,Prospect liked the template library and fast export workflow.
N03828,D02132,A01413,2025-08-29,Prospect liked the template library and fast export workflow.
N03829,D02132,A01413,2025-08-10,Prospect liked the template library and fast export workflow.
N03830,D02133,A00377,2025-09-20,Deal slowed after prospect compared collaboration features with Canva.
N03831,D02133,A00377,2025-09-24,Deal slowed after prospect compared collaboration features with Canva.
N03832,D02133,A00377,2025-10-07,Customer raised concerns that Canva is already adopted by the team.
N03833,D02134,A00973,2025-07-06,Customer raised concerns that Canva is already adopted by the team.
N03834,D02134,A00973,2025-06-11,Deal slowed after prospect compared collaboration features with Canva.
N03835,D02135,A00118,2025-04-22,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03836,D02136,A01029,2025-10-16,Prospect liked the product but said Piktochart has stronger template variety.
N03837,D02137,A00444,2025-01-28,Buyer saw strong value in the AI-assisted design tools.
N03838,D02138,A01376,2025-02-20,Customer raised concerns that Adobe Express is already adopted by the team.
N03839,D02138,A01376,2025-02-19,Deal slowed after prospect compared collaboration features with Adobe Express.
N03840,D02139,A00755,2025-10-16,Buyer saw strong value in the AI-assisted design tools.
N03841,D02140,A01557,2025-04-29,Deal slowed after prospect compared collaboration features with Adobe Express.
N03842,D02140,A01557,2025-05-22,Customer raised concerns that Adobe Express is already adopted by the team.
N03843,D02140,A01557,2025-04-25,Customer raised concerns that Adobe Express is already adopted by the team.
N03844,D02141,A01688,2025-04-21,Deal slowed after prospect compared collaboration features with Canva.
N03845,D02141,A01688,2025-04-28,Prospect liked the product but said Canva has stronger template variety.
N03846,D02141,A01688,2025-04-27,Deal slowed after prospect compared collaboration features with Canva.
N03847,D02142,A00640,2026-01-04,Customer raised concerns that Figma is already adopted by the team.
N03848,D02142,A00640,2026-01-11,Prospect liked the product but said Figma has stronger template variety.
N03849,D02143,A00124,2026-02-27,Prospect said onboarding seemed harder than expected for their team.
N03850,D02143,A00124,2026-02-21,Prospect said onboarding seemed harder than expected for their team.
N03851,D02143,A00124,2026-03-21,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03852,D02144,A00658,2026-04-01,Team liked the ease of onboarding and quick time to value.
N03853,D02144,A00658,2026-03-28,Prospect liked the template library and fast export workflow.
N03854,D02145,A01301,2025-11-15,Deal slowed after prospect compared collaboration features with Figma.
N03855,D02145,A01301,2025-11-16,Customer raised concerns that Figma is already adopted by the team.
N03856,D02146,A00822,2025-12-04,Prospect liked the template library and fast export workflow.
N03857,D02146,A00822,2025-12-13,Prospect liked the template library and fast export workflow.
N03858,D02147,A01418,2025-08-05,Prospect liked the product but said Figma has stronger template variety.
N03859,D02147,A01418,2025-08-30,Deal slowed after prospect compared collaboration features with Figma.
N03860,D02148,A00664,2026-03-08,Team liked the ease of onboarding and quick time to value.
N03861,D02149,A00360,2025-08-18,Customer responded well to collaboration features and ease of use.
N03862,D02149,A00360,2025-07-24,Customer responded well to collaboration features and ease of use.
N03863,D02150,A00623,2025-05-01,Prospect liked the template library and fast export workflow.
N03864,D02150,A00623,2025-05-15,Team liked the ease of onboarding and quick time to value.
N03865,D02151,A01493,2025-10-02,Prospect liked the template library and fast export workflow.
N03866,D02152,A01652,2025-06-05,Prospect liked the product but said Adobe Express has stronger template variety.
N03867,D02152,A01652,2025-06-07,Customer raised concerns that Adobe Express is already adopted by the team.
N03868,D02153,A01724,2025-11-03,Customer raised concerns that Canva is already adopted by the team.
N03869,D02153,A01724,2025-11-12,Customer raised concerns that Canva is already adopted by the team.
N03870,D02154,A01081,2025-03-02,Team liked the ease of onboarding and quick time to value.
N03871,D02154,A01081,2025-02-20,Team liked the ease of onboarding and quick time to value.
