ticket_id,account_id,created_date,ticket_type,priority,resolution_hours,csat_score,ticket_summary,account_revenue
T01699,A01230,2025-05-19,billing,medium,67,3,Customer asked about an unexpected billing charge.,0
T01700,A01231,2026-02-12,performance_issue,low,30,2,Team reported performance issues on large collaborative projects.,450
T01701,A01231,2025-12-16,performance_issue,high,92,1,Customer experienced lag during export and preview.,450
T01702,A01233,2025-05-22,performance_issue,medium,48,1,Team reported performance issues on large collaborative projects.,36
T01703,A01233,2025-11-15,bug,medium,65,2,Customer hit a recurring editor crash while saving a design.,36
T01704,A01233,2025-01-15,billing,low,20,4,Customer asked about an unexpected billing charge.,36
T01705,A01234,2026-01-18,bug,low,1,3,User reported export failing on large files.,300
T01706,A01234,2025-05-31,performance_issue,low,32,3,Customer experienced lag during export and preview.,300
T01707,A01235,2025-09-12,bug,high,100,3,Customer hit a recurring editor crash while saving a design.,240
T01708,A01235,2025-10-05,billing,high,118,3,Billing issue raised after duplicate invoice appeared.,240
T01709,A01235,2026-01-03,bug,low,12,5,Customer hit a recurring editor crash while saving a design.,240
T01710,A01235,2026-01-11,feature_request,high,104,1,Team requested deeper collaboration permissions.,240
T01711,A01235,2026-03-05,feature_request,medium,72,2,User asked for advanced brand kit controls.,240
T01712,A01235,2025-12-30,feature_request,medium,59,2,Customer requested more premium templates for social campaigns.,240
T01713,A01237,2025-10-21,bug,low,4,4,Bug reported in image upload flow causing failed imports.,48
T01714,A01237,2025-11-07,feature_request,low,5,4,User asked for advanced brand kit controls.,48
T01715,A01238,2025-08-12,bug,medium,35,3,User reported export failing on large files.,36
T01716,A01242,2025-09-09,feature_request,low,17,3,User asked for advanced brand kit controls.,24
T01717,A01243,2025-04-18,bug,low,19,3,User reported export failing on large files.,300
T01718,A01243,2025-03-27,feature_request,low,4,3,Customer requested more premium templates for social campaigns.,300
T01719,A01246,2025-06-14,feature_request,low,8,5,User asked for advanced brand kit controls.,450
T01720,A01246,2025-08-13,feature_request,low,18,3,Customer requested more premium templates for social campaigns.,450
T01721,A01246,2025-04-16,billing,medium,45,3,Billing issue raised after duplicate invoice appeared.,450
T01722,A01246,2026-01-10,feature_request,low,4,4,Team requested deeper collaboration permissions.,450
T01723,A01246,2025-08-26,performance_issue,medium,56,2,Customer experienced lag during export and preview.,450
T01724,A01247,2025-05-11,performance_issue,medium,85,2,User reported slow loading times in the editor.,12
T01725,A01247,2025-04-24,bug,low,15,3,Customer hit a recurring editor crash while saving a design.,12
T01726,A01249,2026-01-26,billing,high,73,2,User reported confusion about plan renewal pricing.,36
T01727,A01249,2025-01-02,bug,low,13,3,Bug reported in image upload flow causing failed imports.,36
T01728,A01249,2026-01-03,feature_request,medium,65,3,Customer requested more premium templates for social campaigns.,36
T01729,A01250,2025-03-03,performance_issue,low,14,4,User reported slow loading times in the editor.,36
T01730,A01250,2025-10-25,bug,medium,24,2,User reported export failing on large files.,36
T01731,A01251,2025-10-03,bug,low,17,4,User reported export failing on large files.,48
T01732,A01252,2026-02-09,billing,medium,69,4,User reported confusion about plan renewal pricing.,180
T01733,A01252,2025-08-07,feature_request,high,80,1,User asked for advanced brand kit controls.,180
T01734,A01252,2025-11-03,bug,high,114,1,User reported export failing on large files.,180
T01735,A01252,2025-06-03,bug,high,49,1,Bug reported in image upload flow causing failed imports.,180
T01736,A01252,2025-10-28,feature_request,low,12,5,User asked for advanced brand kit controls.,180
T01737,A01252,2025-12-06,feature_request,high,96,1,Customer requested more premium templates for social campaigns.,180
T01738,A01253,2025-01-17,performance_issue,low,29,3,Customer experienced lag during export and preview.,12
T01739,A01254,2025-02-18,feature_request,medium,53,2,Customer requested more premium templates for social campaigns.,24
T01740,A01254,2025-05-16,performance_issue,medium,57,2,User reported slow loading times in the editor.,24
T01741,A01256,2025-10-24,performance_issue,low,23,4,Team reported performance issues on large collaborative projects.,48
T01742,A01256,2025-09-24,feature_request,low,3,3,Team requested deeper collaboration permissions.,48
T01743,A01257,2025-02-20,performance_issue,medium,62,2,User reported slow loading times in the editor.,48
T01744,A01257,2025-03-02,bug,low,9,3,User reported export failing on large files.,48
T01745,A01257,2025-05-01,billing,medium,57,4,User reported confusion about plan renewal pricing.,48
T01746,A01259,2025-06-07,performance_issue,medium,23,2,Team reported performance issues on large collaborative projects.,12
T01747,A01259,2025-04-26,feature_request,low,23,5,User asked for advanced brand kit controls.,12
T01748,A01259,2025-09-28,feature_request,medium,40,4,Customer requested more premium templates for social campaigns.,12
T01749,A01260,2025-07-30,feature_request,low,3,5,Team requested deeper collaboration permissions.,60
T01750,A01263,2025-06-29,billing,medium,51,4,User reported confusion about plan renewal pricing.,24
T01751,A01263,2026-02-17,billing,low,24,5,Billing issue raised after duplicate invoice appeared.,24
T01752,A01263,2025-10-21,billing,low,23,4,User reported confusion about plan renewal pricing.,24
T01753,A01265,2025-11-15,bug,low,6,3,User reported export failing on large files.,12
T01754,A01265,2025-02-23,performance_issue,high,97,2,User reported slow loading times in the editor.,12
T01755,A01266,2025-12-19,billing,high,76,1,User reported confusion about plan renewal pricing.,180
T01756,A01266,2025-09-12,billing,medium,51,4,Customer asked about an unexpected billing charge.,180
T01757,A01266,2025-08-25,bug,high,86,2,Customer hit a recurring editor crash while saving a design.,180
T01758,A01266,2025-09-07,bug,medium,71,3,Customer hit a recurring editor crash while saving a design.,180
T01759,A01266,2025-07-04,billing,low,19,3,Billing issue raised after duplicate invoice appeared.,180
T01760,A01267,2025-04-17,feature_request,low,14,3,User asked for advanced brand kit controls.,36
T01761,A01268,2025-11-01,performance_issue,medium,31,2,User reported slow loading times in the editor.,450
T01762,A01274,2025-04-23,bug,low,19,4,Bug reported in image upload flow causing failed imports.,300
T01763,A01274,2025-12-01,bug,low,1,5,Bug reported in image upload flow causing failed imports.,300
T01764,A01274,2025-08-10,feature_request,medium,46,2,User asked for advanced brand kit controls.,300
T01765,A01275,2025-04-13,feature_request,low,5,3,Team requested deeper collaboration permissions.,36
T01766,A01278,2025-12-14,feature_request,low,20,3,User asked for advanced brand kit controls.,120
T01767,A01278,2025-01-15,performance_issue,low,28,2,User reported slow loading times in the editor.,120
T01768,A01278,2025-02-11,feature_request,high,36,1,Customer requested more premium templates for social campaigns.,120
T01769,A01278,2025-06-07,feature_request,medium,21,3,Team requested deeper collaboration permissions.,120
T01770,A01278,2025-05-25,feature_request,medium,8,3,Customer requested more premium templates for social campaigns.,120
T01771,A01278,2025-05-09,bug,medium,33,3,Customer hit a recurring editor crash while saving a design.,120
T01772,A01279,2025-10-27,performance_issue,medium,40,1,Team reported performance issues on large collaborative projects.,12
T01773,A01280,2025-01-02,feature_request,low,1,3,Team requested deeper collaboration permissions.,36
T01774,A01282,2026-02-14,performance_issue,low,24,3,Customer experienced lag during export and preview.,48
T01775,A01282,2025-12-27,feature_request,low,9,4,Team requested deeper collaboration permissions.,48
T01776,A01285,2026-03-06,feature_request,low,1,4,Team requested deeper collaboration permissions.,60
T01777,A01286,2025-10-20,feature_request,low,22,5,Customer requested more premium templates for social campaigns.,150
T01778,A01287,2025-04-25,feature_request,high,67,2,Team requested deeper collaboration permissions.,90
T01779,A01287,2025-07-15,feature_request,low,22,3,User asked for advanced brand kit controls.,90
T01780,A01287,2025-08-25,performance_issue,low,36,4,Team reported performance issues on large collaborative projects.,90
T01781,A01288,2025-08-20,bug,medium,37,3,User reported export failing on large files.,12
T01782,A01288,2025-12-12,bug,medium,12,4,Customer hit a recurring editor crash while saving a design.,12
T01783,A01288,2026-01-25,performance_issue,low,13,2,User reported slow loading times in the editor.,12
T01784,A01289,2025-08-10,bug,low,15,3,Customer hit a recurring editor crash while saving a design.,450
T01785,A01289,2025-01-30,performance_issue,medium,45,3,Customer experienced lag during export and preview.,450
T01786,A01289,2025-10-17,performance_issue,low,39,3,Customer experienced lag during export and preview.,450
T01787,A01290,2025-07-05,billing,low,6,4,Billing issue raised after duplicate invoice appeared.,0
T01788,A01291,2025-12-07,billing,low,16,3,Billing issue raised after duplicate invoice appeared.,48
T01789,A01291,2025-12-16,billing,medium,54,3,User reported confusion about plan renewal pricing.,48
T01790,A01292,2025-08-28,performance_issue,medium,52,1,User reported slow loading times in the editor.,0
T01791,A01293,2025-06-07,performance_issue,medium,37,1,Team reported performance issues on large collaborative projects.,24
T01792,A01293,2025-12-13,billing,medium,20,3,User reported confusion about plan renewal pricing.,24
T01793,A01293,2026-01-09,performance_issue,low,16,4,Customer experienced lag during export and preview.,24
T01794,A01294,2025-08-06,bug,high,24,3,Bug reported in image upload flow causing failed imports.,12
T01795,A01294,2025-10-10,performance_issue,medium,71,2,Team reported performance issues on large collaborative projects.,12
T01796,A01295,2025-12-18,billing,low,18,5,Billing issue raised after duplicate invoice appeared.,180
T01797,A01295,2025-01-18,billing,low,14,3,Billing issue raised after duplicate invoice appeared.,180
T01798,A01295,2025-11-06,billing,medium,51,4,User reported confusion about plan renewal pricing.,180
T01799,A01295,2025-09-14,billing,medium,33,3,User reported confusion about plan renewal pricing.,180
T01800,A01296,2025-05-31,feature_request,low,16,5,Customer requested more premium templates for social campaigns.,120
T01801,A01297,2025-07-30,billing,low,23,3,User reported confusion about plan renewal pricing.,24
T01802,A01297,2025-01-27,billing,low,9,4,Customer asked about an unexpected billing charge.,24
T01803,A01297,2025-09-08,performance_issue,low,21,2,Customer experienced lag during export and preview.,24
T01804,A01298,2025-08-06,feature_request,medium,71,4,User asked for advanced brand kit controls.,240
T01805,A01298,2026-01-12,bug,medium,58,3,Customer hit a recurring editor crash while saving a design.,240
T01806,A01299,2025-12-02,bug,low,17,4,Bug reported in image upload flow causing failed imports.,150
T01807,A01299,2025-05-13,performance_issue,low,36,3,Team reported performance issues on large collaborative projects.,150
T01808,A01299,2026-01-17,bug,medium,41,3,User reported export failing on large files.,150
T01809,A01299,2026-02-19,performance_issue,low,36,3,Team reported performance issues on large collaborative projects.,150
T01810,A01301,2025-08-15,billing,medium,38,3,User reported confusion about plan renewal pricing.,24
T01811,A01301,2025-01-19,bug,medium,48,4,Bug reported in image upload flow causing failed imports.,24
T01812,A01301,2025-01-13,billing,medium,24,3,User reported confusion about plan renewal pricing.,24
T01813,A01302,2025-09-11,feature_request,low,8,4,Customer requested more premium templates for social campaigns.,240
T01814,A01302,2026-01-07,billing,medium,8,4,User reported confusion about plan renewal pricing.,240
T01815,A01303,2025-09-26,feature_request,low,22,5,Team requested deeper collaboration permissions.,36
T01816,A01303,2025-04-27,billing,low,13,4,Billing issue raised after duplicate invoice appeared.,36
