note_id,deal_id,account_id,note_date,note_text,category,subcategory,matched_terms,confidence
N04357,D02416,A00362,2026-03-15,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04358,D02416,A00362,2026-03-28,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04359,D02417,A01283,2025-11-21,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04360,D02417,A01283,2025-11-24,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04361,D02417,A01283,2025-12-04,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04362,D02418,A01027,2025-05-16,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04363,D02418,A01027,2025-05-08,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04364,D02419,A00084,2026-01-25,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04365,D02419,A00084,2026-01-15,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04366,D02420,A00156,2025-01-21,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04367,D02420,A00156,2025-01-20,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04368,D02420,A00156,2025-01-28,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04369,D02421,A01687,2025-09-11,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04370,D02421,A01687,2025-09-17,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04371,D02422,A01200,2025-08-02,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04372,D02422,A01200,2025-08-06,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04373,D02423,A00707,2025-03-17,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04374,D02423,A00707,2025-03-03,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04375,D02424,A01962,2025-05-16,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04376,D02424,A01962,2025-05-28,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04377,D02425,A00472,2025-12-14,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04378,D02425,A00472,2025-12-25,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04379,D02426,A00619,2025-08-08,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04380,D02427,A01448,2025-02-26,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04381,D02428,A00134,2025-08-28,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04382,D02428,A00134,2025-08-20,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04383,D02429,A00788,2025-05-02,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04384,D02429,A00788,2025-04-21,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04385,D02430,A00907,2025-05-02,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04386,D02431,A00864,2026-02-11,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04387,D02431,A00864,2026-02-16,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04388,D02431,A00864,2026-02-23,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04389,D02432,A01404,2025-04-25,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04390,D02433,A00667,2025-02-27,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04391,D02434,A00277,2025-09-08,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04392,D02435,A01260,2025-05-30,Prospect liked the product but said Piktochart has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04393,D02436,A01776,2026-03-02,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04394,D02436,A01776,2026-02-28,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04395,D02436,A01776,2026-03-19,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04396,D02437,A00882,2025-03-20,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04397,D02438,A00013,2025-05-12,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04398,D02438,A00013,2025-05-24,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04399,D02439,A00342,2025-05-25,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04400,D02439,A00342,2025-05-22,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04401,D02440,A00035,2025-12-04,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04402,D02440,A00035,2025-11-24,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04403,D02441,A00559,2025-01-25,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04404,D02441,A00559,2025-01-20,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04405,D02442,A01238,2026-02-20,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04406,D02442,A01238,2026-02-18,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04407,D02443,A01436,2025-09-30,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04408,D02443,A01436,2025-10-19,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04409,D02443,A01436,2025-10-15,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04410,D02444,A00405,2025-03-31,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04411,D02445,A01518,2025-02-12,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04412,D02446,A00658,2025-08-02,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04413,D02446,A00658,2025-07-20,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04414,D02447,A00159,2025-04-14,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04415,D02448,A00956,2025-03-31,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04416,D02448,A00956,2025-03-28,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04417,D02449,A01661,2025-01-18,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04418,D02449,A01661,2025-01-21,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04419,D02450,A01134,2026-01-17,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04420,D02451,A00549,2025-02-17,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04421,D02452,A01813,2025-07-24,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04422,D02453,A01550,2025-07-02,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04423,D02453,A01550,2025-07-11,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04424,D02454,A00985,2025-02-20,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04425,D02455,A01371,2025-03-27,Deal slowed after prospect compared collaboration features with Piktochart.,Product,missing_features,feature,0.6
N04426,D02456,A01768,2025-05-19,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04427,D02456,A01768,2025-06-11,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04428,D02457,A01852,2025-08-05,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04429,D02457,A01852,2025-07-23,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04430,D02458,A01660,2025-08-30,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04431,D02458,A01660,2025-09-07,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04432,D02459,A00279,2025-09-22,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04433,D02459,A00279,2025-10-01,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04434,D02460,A00479,2026-02-07,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04435,D02460,A00479,2026-02-09,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
